"index","name_occup_de","Berufsabteilungen","Berufsklassen","Berufsgruppen","Berufsarten","name_occup_fr","name_occup_it","name_occup_en"
"5160","Sonstige Berufe im Bereich personenbezogener Dienstleistungen, onA",NA,NA,NA,"5160","Autre personnel des services directs aux particuliers, sip","Altre professioni nei servizi alle persone, s.a.i.","Other personal services workers, nos"
"5161","Astrologen, Wahrsager und verwandte Berufe",NA,NA,NA,"5161","Astrologues, diseurs de bonne aventure et assimilés","Astrologi, chiromanti ed assimilati","Astrologers, fortune-tellers and related workers"
"5162","Gesellschafter und Zofen/Kammerdiener",NA,NA,NA,"5162","Personnel de compagnie et valets de chambre","Personale di compagnia e valletti","Companions and valets"
"5163","Bestatter und Einbalsamierer",NA,NA,NA,"5163","Agents de pompes funèbres et embaumeurs","Addetti alle pompe funebri e imbalsamatori","Undertakers and embalmers"
"5164","Tierpfleger und -betreuer",NA,NA,NA,"5164","Toiletteurs et gardiens d’animaux","Personale addetto alla cura degli animali","Pet groomers and animal care workers"
"5165","Fahrschullehrer",NA,NA,NA,"5165","Moniteurs d’auto-école","Istruttori di guida automobilistica","Driving instructors"
"5169","Berufe im Bereich personenbezogener Dienstleistungen, anderweitig nicht genannt",NA,NA,NA,"5169","Personnel des services directs aux particuliers, non classé ailleurs","Professioni nei servizi alle persone non classificati altrove","Personal services workers not elsewhere classified"
"52","Verkaufskräfte",NA,"52",NA,NA,"Commerçants et vendeurs","Professioni nelle attività commerciali","Sales workers"
"520","Verkaufskräfte, onA",NA,NA,"520",NA,"Commerçants et vendeurs, sip","Professioni nelle attività commerciali, s.a.i.","Sales workers, nos"
"5200","Verkaufskräfte, onA",NA,NA,NA,"5200","Commerçants et vendeurs, sip","Professioni nelle attività commerciali, s.a.i.","Sales workers, nos"
"521","Strassen- und Marktverkäufer",NA,NA,"521",NA,"Vendeurs sur les marchés et vendeurs ambulants de comestibles","Commercianti ambulanti","Street and market salespersons"
"5210","Strassen- und Marktverkäufer, onA",NA,NA,NA,"5210","Vendeurs sur les marchés et vendeurs ambulants de comestibles, sip","Commercianti ambulanti, s.a.i.","Street and market salespersons, nos"
"5211","Verkaufsstand- und Marktverkäufer",NA,NA,NA,"5211","Vendeurs à l’étal et sur les marchés","Venditori su bancarelle e mercati","Stall and market salespersons"
"5212","Strassenverkäufer von Lebensmitteln",NA,NA,NA,"5212","Vendeurs ambulants de comestibles","Venditori ambulanti di generi alimentari","Street food salespersons"
"522","Verkaufskräfte in Handelsgeschäften",NA,NA,"522",NA,"Commerçants et vendeurs, magasins","Esercenti e addetti alle vendite","Shop salespersons"
"5220","Verkaufskräfte in Handelsgeschäften, onA",NA,NA,NA,"5220","Commerçants et vendeurs, magasins, sip","Esercenti e addetti alle vendite, s.a.i.","Shop salespersons, nos"
"5221","Leiter eines Einzelhandelsgeschäftes",NA,NA,NA,"5221","Commerçants, magasins","Esercenti delle vendite","Shop keepers"
"5222","Verkaufsaufsichtskräfte in Handelsgeschäften",NA,NA,NA,"5222","Superviseurs, magasins","Addetto ai controlli delle vendite","Shop supervisors"
"5223","Verkäufer und Verkaufshilfskräfte in Handelsgeschäften",NA,NA,NA,"5223","Vendeurs, magasin","Assistenti alle vendite","Shop sales assistants"
"523","Kassierer und Kartenverkäufer",NA,NA,"523",NA,"Caissiers et billettistes","Cassieri e addetti al registratore di cassa","Cashiers and ticket clerks"
"5230","Kassierer und Kartenverkäufer",NA,NA,NA,"5230","Caissiers et billettistes","Cassieri e addetti al registratore di cassa","Cashiers and ticket clerks"
"524","Sonstige Verkaufskräfte",NA,NA,"524",NA,"Autres vendeurs","Altre professioni nelle attività commerciali","Other sales workers"
"5240","Sonstige Verkaufskräfte, onA",NA,NA,NA,"5240","Autres vendeurs, sip","Altre professioni nelle attività commerciali, s.a.i.","Other sales workers, nos"
"5241","Mannequins/Dressmen und sonstige Modelle",NA,NA,NA,"5241","Mannequins et autres modèles","Indossatori, modelli e assimilati","Fashion and other models"
"5242","Produktvorführer",NA,NA,NA,"5242","Démonstrateurs en magasin","Dimostratori","Sales demonstrators"
"5243","Haustürverkäufer",NA,NA,NA,"5243","Vendeurs au porte-à-porte","Venditori a domicilio","Door to door salespersons"
"5244","Telefonverkäufer",NA,NA,NA,"5244","Télévendeurs","Venditori telefonici","Contact centre salespersons"
"5245","Tankwarte",NA,NA,NA,"5245","Pompistes","Addetti ai distributori di carburanti","Service station attendants"
"5246","Imbissverkäufer",NA,NA,NA,"5246","Commis au comptoir, restauration rapide","Addetti al banco servizi di ristorazione","Food service counter attendants"
"5249","Verkaufskräfte, anderweitig nicht genannt",NA,NA,NA,"5249","Vendeurs non classés ailleurs","Professioni nelle attività commerciali non classificate altrove","Sales workers not elsewhere classified"
"53","Betreuungsberufe",NA,"53",NA,NA,"Personnel soignant","Professioni nell'assistenza alle persone","Personal care workers"
"530","Betreuungsberufe, onA",NA,NA,"530",NA,"Personnel soignant, sip","Professioni nell'assistenza alle persone, s.a.i.","Personal care workers, nos"
"5300","Betreuungsberufe, onA",NA,NA,NA,"5300","Personnel soignant, sip","Professioni nell'assistenza alle persone, s.a.i.","Personal care workers, nos"
"531","Kinder- und Lernbetreuer",NA,NA,"531",NA,"Gardes d’enfants et aides-enseignants","Addetti alla sorveglianza di bambini e assistenti didattici","Child care workers and teachers' aides"
"5310","Kinder- und Lernbetreuer, onA",NA,NA,NA,"5310","Gardes d’enfants et aides-enseignants, sip","Addetti alla sorveglianza di bambini e assistenti didattici, s.a.i.","Child care workers and teachers' aides, nos"
"5311","Kinderbetreuer",NA,NA,NA,"5311","Gardes d’enfants","Addetti alla sorveglianza di bambini","Child care workers"
"5312","Lernbetreuer",NA,NA,NA,"5312","Aides-enseignants","Assistenti didattici","Teachers' aides"
"532","Betreuungsberufe im Gesundheitswesen",NA,NA,"532",NA,"Aides-soignants","Addetti all'assistenza alle persone nei servizi sanitari","Personal care workers in health services"
"5320","Betreuungsberufe im Gesundheitswesen, onA",NA,NA,NA,"5320","Aides-soignants, sip","Addetti all'assistenza alle persone nei servizi sanitari, s.a.i.","Personal care workers in health services, nos"
"5321","Pflegehelfer",NA,NA,NA,"5321","Aides-soignants en institution","Ausiliari sanitari","Health care assistants"
"5322","Haus- und Familienpfleger",NA,NA,NA,"5322","Aides-soignants à domicile","Addetti all'assistenza personale a domicilio","Home-based personal care workers"
"5329","Betreuungsberufe im Gesundheitswesen, anderweitig nicht genannt",NA,NA,NA,"5329","Personnel soignant et assimilé, non classé ailleurs","Addetti all'assistenza alle persone nei servizi sanitari non classificati altrove","Personal care workers in health services not elsewhere classified"
"54","Schutzkräfte und Sicherheitsbedienstete",NA,"54",NA,NA,"Personnel des services de protection et de sécurité","Professioni nei servizi di sicurezza, custodia e vigilanza","Protective services workers"
"541","Schutzkräfte und Sicherheitsbedienstete",NA,NA,"541",NA,"Personnel des services de protection et de sécurité","Professioni nei servizi di sicurezza, custodia e vigilanza","Protective services workers"
"5410","Schutzkräfte und Sicherheitsbedienstete, onA",NA,NA,NA,"5410","Personnel des services de protection et de sécurité, sip","Professioni nei servizi di sicurezza, custodia e vigilanza, s.a.i.","Protective services workers, nos"
"5411","Feuerwehrleute",NA,NA,NA,"5411","Pompiers","Vigili del fuoco","Fire-fighters"
"5412","Polizisten (ohne Polizeikommissare)",NA,NA,NA,"5412","Agents de police","Agenti di polizia","Police officers"
"5413","Gefängnisaufseher",NA,NA,NA,"5413","Gardiens de prison","Agenti di custodia carceraria","Prison guards"
"5414","Sicherheitswachpersonal",NA,NA,NA,"5414","Agents de sécurité","Agenti di sicurezza","Security guards"
"5419","Schutzkräfte und Sicherheitsbedienstete, anderweitig nicht genannt",NA,NA,NA,"5419","Personnel des services de protection et de sécurité, non classé ailleurs","Professioni nei servizi di sicurezza, custodia e vigilanza non classificati altrove","Protective services workers not elsewhere classified"
"6","Fachkräfte in Land- und Forstwirtschaft und Fischerei","6",NA,NA,NA,"Agriculteurs et ouvriers qualifiés de l’agriculture, de la sylviculture et de la pêche","Personale specializzato addetto all'agricoltura, alle foreste e alla pesca","Skilled agricultural, forestry and fishery workers"
"60","Fachkräfte in Land- und Forstwirtschaft und Fischerei, onA",NA,"60",NA,NA,"Agriculteurs et ouvriers qualifiés de l’agriculture, de la sylviculture et de la pêche, sip","Personale specializzato addetto all'agricoltura, alle foreste e alla pesca, s.a.i.","Skilled agricultural, forestry and fishery workers, nos"
"600","Fachkräfte in Land- und Forstwirtschaft und Fischerei, onA",NA,NA,"600",NA,"Agriculteurs et ouvriers qualifiés de l’agriculture, de la sylviculture et de la pêche, sip","Personale specializzato addetto all'agricoltura, alle foreste e alla pesca, s.a.i.","Skilled agricultural, forestry and fishery workers, nos"
"6000","Fachkräfte in Land- und Forstwirtschaft und Fischerei, onA",NA,NA,NA,"6000","Agriculteurs et ouvriers qualifiés de l’agriculture, de la sylviculture et de la pêche, sip","Personale specializzato addetto all'agricoltura, alle foreste e alla pesca, s.a.i.","Skilled agricultural, forestry and fishery workers, nos"
"61","Fachkräfte in der Landwirtschaft",NA,"61",NA,NA,"Agriculteurs et ouvriers qualifiés de l’agriculture commerciale","Agricoltori e operai agricoli specializzati","Market-oriented skilled agricultural workers"
"610","Fachkräfte in der Landwirtschaft, onA",NA,NA,"610",NA,"Agriculteurs et ouvriers qualifiés de l’agriculture commerciale, sip","Agricoltori e operai agricoli specializzati, s.a.i.","Market-oriented skilled agricultural workers, nos"
"6100","Fachkräfte in der Landwirtschaft, onA",NA,NA,NA,"6100","Agriculteurs et ouvriers qualifiés de l’agriculture commerciale, sip","Agricoltori e operai agricoli specializzati, s.a.i.","Market-oriented skilled agricultural workers, nos"
"611","Gärtner und Ackerbauern",NA,NA,"611",NA,"Agriculteurs et ouvriers qualifiés, cultures commerciales","Agricoltori e operai agricoli specializzati nelle coltivazioni e colture in pieno campo","Market gardeners and crop growers"
"6110","Gärtner und Ackerbauern, onA",NA,NA,NA,"6110","Agriculteurs et ouvriers qualifiés, cultures commerciales, sip","Agricoltori e operai agricoli specializzati nelle coltivazioni e colture in pieno campo, s.a.i.","Market gardeners and crop growers, nos"
"6111","Ackerbauern und Gemüseanbauer",NA,NA,NA,"6111","Agriculteurs et ouvriers qualifiés, cultures de plein champ","Lavoratori agricoli specializzati di colture in pieno campo e ortive","Field crop and vegetable growers"
"6112","Baum- und Strauchfrüchteanbauer",NA,NA,NA,"6112","Arboriculteurs et ouvriers qualifiés de l’arboriculture","Lavoratori agricoli specializzati di coltivazioni legnose agrarie","Tree and shrub crop growers"
"6113","Gärtner, Saat- und Pflanzenzüchter",NA,NA,NA,"6113","Agriculteurs et ouvriers qualifiés de l’horticulture et des pépinières","Lavoratori agricoli specializzati di coltivazioni di fiori e piante ornamentali, di coltivazioni ortive e vivai","Gardeners, horticultural and nursery growers"
"6114","Fachkräfte in der Mischkulturlandwirtschaft",NA,NA,NA,"6114","Agriculteurs et ouvriers qualifiés, cultures diversifiées","Lavoratori agricoli specializzati di colture miste","Mixed crop growers"
"612","Tierhalter",NA,NA,"612",NA,"Éleveurs et ouvriers qualifiés de l’élevage commercial et assimilés","Allevatori","Animal producers"
"6120","Tierhalter, onA",NA,NA,NA,"6120","Éleveurs et ouvriers qualifiés de l’élevage commercial et assimilés, sip","Allevatori, s.a.i.","Animal producers, nos"
"6121","Nutztierhalter (ohne Geflügel) und Milchproduzenten",NA,NA,NA,"6121","Éleveurs et ouvriers qualifiés de l’élevage de bétail","Lavoratori specializzati nell'allevamento del bestiame e nella produzione del latte","Livestock and dairy producers"
"6122","Geflügelhalter",NA,NA,NA,"6122","Aviculteurs et ouvriers qualifiés de l’aviculture","Lavoratori specializzati degli allevamenti avicoli","Poultry producers"
"6123","Imker und Seidenraupenzüchter",NA,NA,NA,"6123","Apiculteurs, sériciculteurs et ouvriers qualifiés de l’apiculture et de la sériciculture","Apicoltori e sericoltori","Apiarists and sericulturists"
"6129","Tierhalter, anderweitig nicht genannt",NA,NA,NA,"6129","Éleveurs et ouvriers qualifiés de l’élevage commercial et assimilés, non classés ailleurs","Allevatori non classificati altrove","Animal producers not elsewhere classified"
"613","Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)",NA,NA,"613",NA,"Agriculteurs et ouvriers qualifiés des cultures et de l’élevage à but commercial","Agricoltori di colture miste e allevatori","Mixed crop and animal producers"
"6130","Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)",NA,NA,NA,"6130","Agriculteurs et ouvriers qualifiés des cultures et de l’élevage à but commercial","Agricoltori di colture miste e allevatori","Mixed crop and animal producers"
"62","Fachkräfte in Forstwirtschaft, Fischerei und Jagd – Marktproduktion",NA,"62",NA,NA,"Professions commerciales qualifiées de la sylviculture, de la pêche et de la chasse","Lavoratori forestali specializzati, pescatori e cacciatori","Market-oriented skilled forestry, fishery and hunting workers"
"620","Fachkräfte in Forstwirtschaft, Fischerei und Jagd – Marktproduktion, onA",NA,NA,"620",NA,"Professions commerciales qualifiées de la sylviculture, de la pêche et de la chasse, sip","Lavoratori forestali specializzati, pescatori e cacciatori, s.a.i.","Market-oriented skilled forestry, fishery and hunting workers, nos"
"6200","Fachkräfte in Forstwirtschaft, Fischerei und Jagd – Marktproduktion, onA",NA,NA,NA,"6200","Professions commerciales qualifiées de la sylviculture, de la pêche et de la chasse, sip","Lavoratori forestali specializzati, pescatori e cacciatori, s.a.i.","Market-oriented skilled forestry, fishery and hunting workers, nos"
"621","Forstarbeitskräfte und verwandte Berufe",NA,NA,"621",NA,"Professions de la sylviculture et assimilées","Lavoratori forestali ed assimilati","Forestry and related workers"
"6210","Forstarbeitskräfte und verwandte Berufe",NA,NA,NA,"6210","Exploitants et ouvriers forestiers","Lavoratori forestali ed assimilati","Forestry and related workers"
"622","Fischer, Jäger und Fallensteller",NA,NA,"622",NA,"Pêcheurs, chasseurs et trappeurs","Pescatori e cacciatori","Fishery workers, hunters and trappers"
"6220","Fischer, Jäger und Fallensteller, onA",NA,NA,NA,"6220","Pêcheurs, chasseurs et trappeurs, sip","Pescatori e cacciatori, s.a.i.","Fishery workers, hunters and trappers, nos"
"6221","Fachkräfte im Bereich Aquakultur",NA,NA,NA,"6221","Aquaculteurs et ouvriers de l’aquaculture","Lavoratori dell'acquacoltura","Aquaculture workers"
"6222","Binnen- und Küstenfischer",NA,NA,NA,"6222","Pêcheurs de la pêche côtière et en eaux intérieures","Pescatori della pesca costiera e in acque interne","Inland and coastal waters fishery workers"
"6223","Hochseefischer",NA,NA,NA,"6223","Pêcheurs de la pêche en haute mer","Pescatori d'alto mare","Deep-sea fishery workers"
"6224","Jäger und Fallensteller",NA,NA,NA,"6224","Chasseurs et trappeurs","Cacciatori","Hunters and trappers"
"63","Landwirte, Fischer, Jäger und Sammler für den Eigenbedarf",NA,"63",NA,NA,"Agriculteurs, pêcheurs, chasseurs et cueilleurs de subsistance","Lavoratori dell'agricoltura, della caccia, della pesca e del raccolto di sussistenza","Subsistence farmers, fishers, hunters and gatherers"
"630","Landwirte, Fischer, Jäger und Sammler für den Eigenbedarf, onA",NA,NA,"630",NA,"Agriculteurs, pêcheurs, chasseurs et cueilleurs de subsistance, sip","Lavoratori dell'agricoltura, della caccia, della pesca e del raccolto di sussistenza, s.a.i.","Subsistence farmers, fishers, hunters and gatherers, nos"
"6300","Landwirte, Fischer, Jäger und Sammler für den Eigenbedarf, onA",NA,NA,NA,"6300","Agriculteurs, pêcheurs, chasseurs et cueilleurs de subsistance, sip","Lavoratori dell'agricoltura, della caccia, della pesca e del raccolto di sussistenza, s.a.i.","Subsistence farmers, fishers, hunters and gatherers, nos"
"631","Ackerbauern für den Eigenbedarf",NA,NA,"631",NA,"Agriculteurs, subsistance","Lavoratori dell'agricoltura di sussistenza","Subsistence crop farmers"
"6310","Ackerbauern für den Eigenbedarf",NA,NA,NA,"6310","Agriculteurs, subsistance","Lavoratori dell'agricoltura di sussistenza","Subsistence crop farmers"
"632","Nutztierhalter für den Eigenbedarf",NA,NA,"632",NA,"Éleveurs de bétail, subsistance","Lavoratori dell'allevamento di sussistenza","Subsistence livestock farmers"
"6320","Nutztierhalter für den Eigenbedarf",NA,NA,NA,"6320","Éleveurs de bétail, subsistance","Lavoratori dell'allevamento di sussistenza","Subsistence livestock farmers"
"633","Ackerbauern und Nutztierhalter (ohne ausgeprägten Schwerpunkt) für den Eigenbedarf",NA,NA,"633",NA,"Agriculteurs et éleveurs, subsistance","Lavoratori delle colture miste e dell'allevamento di sussistenza","Subsistence mixed crop and livestock farmers"
"6330","Ackerbauern und Nutztierhalter (ohne ausgeprägten Schwerpunkt) für den Eigenbedarf",NA,NA,NA,"6330","Agriculteurs et éleveurs, subsistance","Lavoratori delle colture miste e dell'allevamento di sussistenza","Subsistence mixed crop and livestock farmers"
"634","Fischer, Jäger, Fallensteller und Sammler für den Eigenbedarf",NA,NA,"634",NA,"Pêcheurs, chasseurs, trappeurs et cueilleurs, subsistance","Lavoratori della caccia, della pesca e del raccolto di sussistenza","Subsistence fishers, hunters, trappers and gatherers"
"6340","Fischer, Jäger, Fallensteller und Sammler für den Eigenbedarf",NA,NA,NA,"6340","Pêcheurs, chasseurs, trappeurs et cueilleurs, subsistance","Lavoratori della caccia, della pesca e del raccolto di sussistenza","Subsistence fishers, hunters, trappers and gatherers"
"7","Handwerks- und verwandte Berufe","7",NA,NA,NA,"Métiers qualifiés de l’industrie et de l’artisanat","Artigiani e operai specializzati","Craft and related trades workers"
"70","Handwerks- und verwandte Berufe, onA",NA,"70",NA,NA,"Métiers qualifiés de l’industrie et de l’artisanat, sip","Artigiani e operai specializzati, s.a.i.","Craft and related trades workers, nos"
"700","Handwerks- und verwandte Berufe, onA",NA,NA,"700",NA,"Métiers qualifiés de l’industrie et de l’artisanat, sip","Artigiani e operai specializzati, s.a.i.","Craft and related trades workers, nos"
"7000","Handwerks- und verwandte Berufe, onA",NA,NA,NA,"7000","Métiers qualifiés de l’industrie et de l’artisanat, sip","Artigiani e operai specializzati, s.a.i.","Craft and related trades workers, nos"
"71","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker",NA,"71",NA,NA,"Métiers qualifiés du bâtiment et assimilés, sauf électriciens","Operai specializzati dell'edilizia ed assimilati, ad eccezione degli elettricisti","Building and related trades workers, excluding electricians"
"710","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker, onA",NA,NA,"710",NA,"Métiers qualifiés du bâtiment et assimilés, sauf électriciens, sip","Operai specializzati dell'edilizia ed assimilati, ad eccezione degli elettricisti, s.a.i.","Building and related trades workers, excluding electricians, nos"
"7100","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker, onA",NA,NA,NA,"7100","Métiers qualifiés du bâtiment et assimilés, sauf électriciens, sip","Operai specializzati dell'edilizia ed assimilati, ad eccezione degli elettricisti, s.a.i.","Building and related trades workers, excluding electricians, nos"
"711","Baukonstruktions- und verwandte Berufe",NA,NA,"711",NA,"Métiers qualifiés du bâtiment (gros œuvre) et assimilés","Operai addetti alla costruzione di strutture edili ed assimilati","Building frame and related trades workers"
"7110","Baukonstruktions- und verwandte Berufe, onA",NA,NA,NA,"7110","Métiers qualifiés du bâtiment (gros œuvre) et assimilés, sip","Operai addetti alla costruzione di strutture edili ed assimilati, s.a.i.","Building frame and related trades workers, nos"
"7111","Rohbaufacharbeiter im Hochbau",NA,NA,NA,"7111","Constructeurs de maisons","Addetti alla costruzione di edifici","House builders"
"7112","Maurer und verwandte Berufe",NA,NA,NA,"7112","Maçons","Muratori in mattoni ed assimilati","Bricklayers and related workers"
"7113","Steinmetze, Steinspalter, -bearbeiter und Steinbildhauer",NA,NA,NA,"7113","Fendeurs et tailleurs de pierre","Muratori in pietrame, tagliatori di pietre e cesellatori","Stonemasons, stone cutters, splitters and carvers"
"7114","Betonierer, Betonoberflächenfertiger und verwandte Berufe",NA,NA,NA,"7114","Constructeurs en béton armé, maçons ragréeurs et assimilés","Muratori in cemento armato, rifinitori ed assimilati","Concrete placers, concrete finishers and related workers"
"7115","Zimmerleute und Bautischler",NA,NA,NA,"7115","Charpentiers en bois et menuisiers du bâtiment","Carpentieri e falegnami edili","Carpenters and joiners"
"7119","Baukonstruktions- und verwandte Berufe, anderweitig nicht genannt",NA,NA,NA,"7119","Métiers qualifiés du bâtiment (gros œuvre) et assimilés non classés ailleurs","Operai addetti alla costruzione di strutture edili ed assimilati non classificati altrove","Building frame and related trades workers not elsewhere classified"
"712","Ausbaufachkräfte und verwandte Berufe",NA,NA,"712",NA,"Métiers qualifiés du bâtiment (finitions) et assimilés","Operai specializzati addetti alle rifiniture delle costruzioni ed assimilati","Building finishers and related trades workers"
"7120","Ausbaufachkräfte und verwandte Berufe, onA",NA,NA,NA,"7120","Métiers qualifiés du bâtiment (finitions) et assimilés, sip","Operai specializzati addetti alle rifiniture delle costruzioni ed assimilati, s.a.i.","Building finishers and related trades workers, nos"
"7121","Dachdecker",NA,NA,NA,"7121","Couvreurs et zingueurs","Copritetti","Roofers"
"7122","Boden- und Fliesenleger",NA,NA,NA,"7122","Poseurs de revêtements de sol et carreleurs","Pavimentatori e posatori di rivestimenti","Floor layers and tile setters"
"7123","Stuckateure",NA,NA,NA,"7123","Plâtriers","Intonacatori","Plasterers"
"7124","Isolierer",NA,NA,NA,"7124","Monteurs en isolation thermique et acoustique","Installatori di impianti di isolamento","Insulation workers"
"7125","Glaser",NA,NA,NA,"7125","Vitriers","Vetrai","Glaziers"
"7126","Bauspengler und Sanitär- und Heizungsinstallateure",NA,NA,NA,"7126","Plombiers et tuyauteurs","Idraulici e posatori di tubazioni","Plumbers and pipe fitters"
"7127","Klima- und Kälteanlagenbauer",NA,NA,NA,"7127","Mécaniciens-installateurs réfrigération et climatisation","Installatori di impianti di aria condizionata e di raffreddamento","Air conditioning and refrigeration mechanics"
"713","Maler, Gebäudereiniger und verwandte Berufe",NA,NA,"713",NA,"Ouvriers peintres, ravaleurs de façades et assimilés","Operai specializzati addetti alla pitturazione ed alla pulizia degli esterni degli edifici ed assimilati","Painters, building structure cleaners and related trades workers"
"7130","Maler, Gebäudereiniger und verwandte Berufe, onA",NA,NA,NA,"7130","Ouvriers peintres, ravaleurs de façades et assimilés, sip","Operai specializzati addetti alla pitturazione ed alla pulizia degli esterni degli edifici ed assimilati, s.a.i.","Painters, building structure cleaners and related trades workers, nos"
"7131","Maler und verwandte Berufe",NA,NA,NA,"7131","Peintres en bâtiment et poseurs de papiers peints","Imbianchini ed assimilati","Painters and related workers"
"7132","Lackierer und verwandte Berufe",NA,NA,NA,"7132","Laqueurs, vernisseurs et assimilés","Laccatori e verniciatori","Spray painters and varnishers"
"7133","Fassadenreiniger und Schornsteinfeger/Rauchfangkehrer",NA,NA,NA,"7133","Ravaleurs de façades et ramoneurs","Pulitori di facciate e di esterni","Building structure cleaners"
"72","Metallarbeiter, Mechaniker und verwandte Berufe",NA,"72",NA,NA,"Métiers qualifiés de la métallurgie, de la construction mécanique et assimilés","Operai metalmeccanici specializzati ed assimilati","Metal, machinery and related trades workers"
"720","Metallarbeiter, Mechaniker und verwandte Berufe, onA",NA,NA,"720",NA,"Métiers qualifiés de la métallurgie, de la construction mécanique et assimilés, sip","Operai metalmeccanici specializzati ed assimilati, s.a.i.","Metal, machinery and related trades workers, nos"
"7200","Metallarbeiter, Mechaniker und verwandte Berufe, onA",NA,NA,NA,"7200","Métiers qualifiés de la métallurgie, de la construction mécanique et assimilés, sip","Operai metalmeccanici specializzati ed assimilati, s.a.i.","Metal, machinery and related trades workers, nos"
"721","Blechkaltverformer, Baumetallverformer, Former (für Metallguss), Schweisser und verwandte Berufe",NA,NA,"721",NA,"Mouleurs de fonderie, soudeurs, tôliers-chaudronniers, monteurs de charpentes métalliques et assimilés","Lattonieri, carpentieri, fonditori, saldatori ed assimilati","Sheet and structural metal workers, moulders and welders, and related workers"
"7210","Blechkaltverformer, Baumetallverformer, Former (für Metallguss), Schweisser und verwandte Berufe, onA",NA,NA,NA,"7210","Mouleurs de fonderie, soudeurs, tôliers-chaudronniers, monteurs de charpentes métalliques et assimilés, sip","Lattonieri, carpentieri, fonditori, saldatori ed assimilati, s.a.i.","Sheet and structural metal workers, moulders and welders, and related workers, nos"
"7211","Former und Kernmacher (für Metallguss)",NA,NA,NA,"7211","Mouleurs et noyauteurs de fonderie","Fonditori e animisti di fonderia","Metal moulders and coremakers"
"7212","Schweisser und Brennschneider",NA,NA,NA,"7212","Soudeurs et oxycoupeurs","Saldatori e tagliatori a fiamma","Welders and flamecutters"
"7213","Blechkaltverformer",NA,NA,NA,"7213","Tôliers-chaudronniers","Lattonieri e calderai","Sheet-metal workers"
"7214","Baumetallverformer und Metallbauer",NA,NA,NA,"7214","Charpentiers métalliers et monteurs de charpentes métalliques","Carpentieri e montatori di carpenteria metallica","Structural-metal preparers and erectors"
"7215","Verspannungsmonteure und Seilspleisser",NA,NA,NA,"7215","Gréeurs et épisseurs de câbles","Attrezzatori e montatori di cavi metallici","Riggers and cable splicers"
"722","Grobschmiede, Werkzeugmechaniker und verwandte Berufe",NA,NA,"722",NA,"Forgerons, outilleurs et assimilés","Fabbri, costruttori di utensili ed assimilati","Blacksmiths, toolmakers and related trades workers"
"7220","Grobschmiede, Werkzeugmechaniker und verwandte Berufe, onA",NA,NA,NA,"7220","Forgerons, outilleurs et assimilés, sip","Fabbri, costruttori di utensili ed assimilati, s.a.i.","Blacksmiths, toolmakers and related trades workers, nos"
"7221","Grobschmiede, Hammerschmiede und Schmiedepresser",NA,NA,NA,"7221","Forgerons, estampeurs et conducteurs de presses à forger","Fabbri, maniscalchi e operatori di presse per la forgiatura","Blacksmiths, hammersmiths and forging press workers"
"7222","Werkzeugmechaniker und verwandte Berufe",NA,NA,NA,"7222","Outilleurs et assimilés","Costruttori di utensili ed assimilati","Toolmakers and related workers"
"7223","Werkzeugmaschineneinrichter und -bediener",NA,NA,NA,"7223","Régleurs et conducteurs de machines-outils","Modellatori e tracciatori meccanici di macchine utensili","Metal working machine tool setters and operators"
"7224","Metallpolierer, Rundschleifer und Werkzeugschärfer",NA,NA,NA,"7224","Meuleurs, polisseurs et affûteurs","Lucidatori, levigatori e affilatori","Metal polishers, wheel grinders and tool sharpeners"
"723","Maschinenmechaniker und -schlosser",NA,NA,"723",NA,"Mécaniciens et réparateurs de machines","Meccanici e riparatori di macchine","Machinery mechanics and repairers"
"7230","Maschinenmechaniker und -schlosser, onA",NA,NA,NA,"7230","Mécaniciens et réparateurs de machines, sip","Meccanici e riparatori di macchine, s.a.i.","Machinery mechanics and repairers, nos"
"7231","Kraftfahrzeugmechaniker und -schlosser",NA,NA,NA,"7231","Mécaniciens et réparateurs de véhicules à moteur","Meccanici e riparatori di veicoli a motore","Motor vehicle mechanics and repairers"
"7232","Flugmotorenmechaniker und -schlosser",NA,NA,NA,"7232","Mécaniciens et réparateurs de moteurs d’avion","Meccanici e riparatori di motori di aerei","Aircraft engine mechanics and repairers"
"7233","Landmaschinen- und Industriemaschinenmechaniker und -schlosser",NA,NA,NA,"7233","Mécaniciens et réparateurs de machines agricoles et industrielles","Meccanici e riparatori di macchinari agricoli e industriali","Agricultural and industrial machinery mechanics and repairers"
"7234","Fahrradmechaniker und verwandte Berufe",NA,NA,NA,"7234","Réparateurs de bicyclettes et assimilés","Meccanici di biciclette e veicoli simili","Bicycle and related repairers"
"73","Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe",NA,"73",NA,NA,"Métiers qualifiés de l’artisanat et de l’imprimerie","Artigiani e operai specializzati delle attività tipografiche","Handicraft and printing workers"
